bool_is_main,node_receipt_timestamp,unk,major_version,minor_version,miner_reported_timestamp,nonce
1,1551689326472,0,10,10,1551689251,486031
1,1551689355695,0,10,10,1551689326,3053530996
1,1551689376623,0,10,10,1551689355,1040225169
1,1551689419861,0,10,10,1551689376,201440297
1,1551689496699,0,10,10,1551689419,3171106631
1,1551689628222,0,10,10,1551689496,2953157592
1,1551689699067,0,10,10,1551689627,553831826
1,1551689710759,0,10,10,1551689698,2852155592
1,1551689902877,0,10,10,1551689710,3556914032
1,1551690115942,0,10,10,1551689902,2937077
1,1551690191141,0,10,10,1551690115,326669
1,1551690470959,0,10,10,1551690191,2416066367
1,1551690532724,0,10,10,1551690471,1694657164
1,1551690542251,0,10,10,1551690532,1191204847
1,1551690693458,0,10,10,1551690541,3909231273
1,1551690772284,0,10,10,1551690693,3875614903
1,1551691029305,0,10,10,1551690985,989880428
1,1551691181898,0,10,10,1551691028,520121859
1,1551691579643,0,10,10,1551691391,335661927
1,1551691917978,0,10,10,1551691806,2080670100
1,1551691931951,0,10,10,1551691917,3271634418
1,1551691997966,0,10,10,1551691931,1607872794
1,1551692233649,0,10,10,1551692217,3540032538
1,1551692298984,0,10,10,1551692234,2863342733
1,1551692445773,0,10,10,1551692299,21976
1,1551692462925,0,10,10,1551692445,151035363
1,1551692509155,0,10,10,1551692462,3579161987
1,1551692653988,0,10,10,1551692508,3506801795
1,1551692750240,0,10,10,1551692653,2143373841
1,1551692874768,0,10,10,1551692749,453007440
1,1551692886708,0,10,10,1551692874,1711307131
1,1551692930995,0,10,10,1551692887,54819
1,1551692957452,0,10,10,1551692930,2936074199
1,1551693021152,0,10,10,1551692957,3842051070
1,1551693061400,0,10,10,1551693021,858999217
1,1551693122765,0,10,10,1551693061,2147511663
1,1551693272070,0,10,10,1551693122,395992
1,1551693311057,0,10,10,1551693272,403076
1,1551693583002,0,10,10,1551693550,10129276
1,1551693595521,0,10,10,1551693582,2969585051
1,1551693818139,0,10,10,1551693595,2684564988
1,1551694037134,0,10,10,1551693817,2500378865
1,1551694190305,0,10,10,1551694036,1845866631
1,1551694292932,0,10,10,1551694190,249691
1,1551694406248,0,10,10,1551694293,656034
1,1551694499311,0,10,10,1551694406,2298729823
1,1551694504761,0,10,10,1551694498,251669751
1,1551694648746,0,10,10,1551694504,2010593998
1,1551694680015,0,10,10,1551694648,91039
1,1551694745072,0,10,10,1551694679,39786
1,1551695524269,0,10,10,1551695392,302185910
1,1551695653261,0,10,10,1551695524,105436
1,1551695756825,0,10,10,1551695653,939529359
1,1551695762964,0,10,10,1551695756,654364762
1,1551695812017,0,10,10,1551695762,268436068
1,1551696033695,0,10,10,1551695811,4110769560
1,1551696247075,0,10,10,1551696243,788533570
1,1551696361092,0,10,10,1551696247,172870
1,1551696546077,0,10,10,1551696360,54660
1,1551696582108,0,10,10,1551696546,1288505193
1,1551696611663,0,10,10,1551696582,4261492078
1,1551696629602,0,10,10,1551696611,88398
1,1551696640510,0,10,10,1551696630,68952
1,1551696671019,0,10,10,1551696640,100669002
1,1551696694638,0,10,10,1551696671,7043
1,1551696975497,0,10,10,1551696694,61417
1,1551697241527,0,10,10,1551696975,134075
1,1551697373773,0,10,10,1551697241,296748141
1,1551697408362,0,10,10,1551697373,939609871
1,1551697570167,0,10,10,1551697408,3221353993
1,1551698145307,0,10,10,1551698049,1258940
1,1551698221427,0,10,10,1551698144,973117338
1,1551698256933,0,10,10,1551698220,2197895701
1,1551698349636,0,10,10,1551698256,855885814
1,1551698445259,0,10,10,1551698349,3070488000
1,1551698535007,0,10,10,1551698445,150111
1,1551698785551,0,10,10,1551698535,186844
1,1551698838497,0,10,10,1551698785,64762
1,1551698845666,0,10,10,1551698838,4060101328
1,1551699149370,0,10,10,1551699085,3579165619
1,1551699153356,0,10,10,1551699149,1375738619
1,1551699577754,0,10,10,1551699382,1543978117
1,1551699703399,0,10,10,1551699577,1090590826
1,1551700034446,0,10,10,1551699915,1090845834
1,1551700053954,0,10,10,1551700034,140171
1,1551700065405,0,10,10,1551700053,1090547410
1,1551700089943,0,10,10,1551700065,153351
1,1551700149236,0,10,10,1551700090,72840
1,1551700165338,0,10,10,1551700149,1275109343
1,1551700208971,0,10,10,1551700164,427735
1,1551700234136,0,10,10,1551700208,1431666006
1,1551700366822,0,10,10,1551700234,8389523
1,1551700391196,0,10,10,1551700366,10550
1,1551700545876,0,10,10,1551700391,4127392843
1,1551701053387,0,10,10,1551701025,715839882
1,1551701228950,0,10,10,1551701053,295219
1,1551701500501,0,10,10,1551701454,242418
1,1551701669929,0,10,10,1551701500,2600920556
1,1551701672607,0,10,10,1551701669,1409289897
1,1551701764716,0,10,10,1551701672,2281927876
1,1551701849467,0,10,10,1551701764,170371
1,1551702019979,0,10,10,1551701849,464753
1,1551702041337,0,10,10,1551702019,3456158631
1,1551702272168,0,10,10,1551702247,4127274008
1,1551702289356,0,10,10,1551702272,215054
1,1551702322960,0,10,10,1551702289,2818659410
1,1551702431838,0,10,10,1551702322,628449
1,1551703264084,0,10,10,1551703109,822083693
1,1551703288406,0,10,10,1551703264,3855982823
1,1551703356354,0,10,10,1551703288,520269544
1,1551703477183,0,10,10,1551703355,1107438578
1,1551703482948,0,10,10,1551703476,2667589945
1,1551703651953,0,10,10,1551703482,2634196848
1,1551703717628,0,10,10,1551703651,2617423606
1,1551704175881,0,10,10,1551703717,1867250
1,1551704201102,0,10,10,1551704175,2264972629
1,1551704208676,0,10,10,1551704201,2667593622
1,1551704235045,0,10,10,1551704208,4261477958
1,1551704456157,0,10,10,1551704235,892188
1,1551704577248,0,10,10,1551704456,309966
1,1551704633697,0,10,10,1551704577,2516669604
1,1551704758743,0,10,10,1551704632,3104132650
1,1551704918988,0,10,10,1551704758,805311697
1,1551705103450,0,10,10,1551704918,822087025
1,1551705129615,0,10,10,1551705103,34116
1,1551705131612,0,10,10,1551705129,2382365405
1,1551705140328,0,10,10,1551705131,2147489472
1,1551705214680,0,10,10,1551705140,779065
1,1551705782821,0,10,10,1551705650,570790676
1,1551705934523,0,10,10,1551705782,2751559166
1,1551706142586,0,10,10,1551705934,166722
1,1551706299064,0,10,10,1551706142,718559
1,1551706311966,0,10,10,1551706299,1962967124
1,1551706368913,0,10,10,1551706312,5598675
1,1551706412940,0,10,10,1551706368,412192
1,1551706622701,0,10,10,1551706618,1879055261
1,1551706787702,0,10,10,1551706622,369550678
1,1551706842182,0,10,10,1551706787,3691190263
1,1551706859495,0,10,10,1551706843,22563
1,1551706914886,0,10,10,1551706859,1431682223
1,1551707126597,0,10,10,1551706914,218586432
1,1551707236535,0,10,10,1551707126,2114079742
1,1551707397578,0,10,10,1551707235,218144728
1,1551707547100,0,10,10,1551707397,63324
1,1551707587788,0,10,10,1551707546,3103891875
1,1551707643013,0,10,10,1551707610,290725
1,1551707665154,0,10,10,1551707642,11223
1,1551707823363,0,10,10,1551707665,2863373153
1,1551707860350,0,10,10,1551707823,715845394
1,1551707953256,0,10,10,1551707860,2670934182
1,1551708071913,0,10,10,1551707952,411120
1,1551708093955,0,10,10,1551708071,4060122876
1,1551708424245,0,10,10,1551708333,1431702329
1,1551708432790,0,10,10,1551708423,53
1,1551708521988,0,10,10,1551708432,2248212253
1,1551708632649,0,10,10,1551708522,752797
1,1551708688172,0,10,10,1551708632,2801808643
1,1551708694226,0,10,10,1551708687,4211091621
1,1551708702358,0,10,10,1551708694,3657451639
1,1551708728691,0,10,10,1551708702,838880655
1,1551708954045,0,10,10,1551708728,4564
1,1551709094568,0,10,10,1551708954,4177635772
1,1551709158320,0,10,10,1551709094,294904
1,1551709344349,0,10,10,1551709157,22932
1,1551709381637,0,10,10,1551709344,302087520
1,1551709473316,0,10,10,1551709381,125957
1,1551709501866,0,10,10,1551709473,3137409976
1,1551709853301,0,10,10,1551709501,1800343
1,1551710057035,0,10,10,1551709853,3271647032
1,1551710089224,0,10,10,1551710056,704662470
1,1551710257947,0,10,10,1551710089,330447034
1,1551710463387,0,10,10,1551710258,3333439107
1,1551710558067,0,10,10,1551710462,3406037563
1,1551710817410,0,10,10,1551710789,3808500277
1,1551710850937,0,10,10,1551710817,721436201
1,1551710942142,0,10,10,1551710850,2533389824
1,1551710992910,0,10,10,1551710942,155268
1,1551711143984,0,10,10,1551710993,291034
1,1551711207084,0,10,10,1551711143,3389010689
1,1551711345194,0,10,10,1551711207,3841995809
1,1551711632134,0,10,10,1551711560,1778387028
1,1551711763730,0,10,10,1551711633,1141025669
1,1551711960921,0,10,10,1551711763,4009997902
1,1551712011809,0,10,10,1551711960,2416052332
1,1551712146399,0,10,10,1551712012,1718105628
1,1551712300881,0,10,10,1551712146,166746
1,1551712309660,0,10,10,1551712300,2147489122
1,1551712602414,0,10,10,1551712310,319340
1,1551712621438,0,10,10,1551712602,10892
1,1551712670039,0,10,10,1551712621,1795292019
1,1551712708237,0,10,10,1551712669,1610646167
1,1551712778654,0,10,10,1551712707,1174406207
1,1551712996713,0,10,10,1551712778,2466441904
1,1551713130162,0,10,10,1551712996,1694853553
1,1551713196274,0,10,10,1551713156,5645288
1,1551713279120,0,10,10,1551713196,429562517
1,1551713428242,0,10,10,1551713279,3154255914
1,1551713494806,0,10,10,1551713428,1431688851
1,1551713619373,0,10,10,1551713494,4227884691
1,1551713696708,0,10,10,1551713619,1431689014
1,1551713699641,0,10,10,1551713696,4043309172
1,1551713762534,0,10,10,1551713705,2684375827
1,1551713865514,0,10,10,1551713756,1342234406
1,1551713995812,0,10,10,1551713865,1325555957
1,1551714022312,0,10,10,1551713995,216
1,1551714096791,0,10,10,1551714022,106113
1,1551714218048,0,10,10,1551714192,108754
1,1551714335265,0,10,10,1551714217,3489892183
1,1551714413991,0,10,10,1551714335,71808
1,1551714772580,0,10,10,1551714414,3859286427
1,1551714812797,0,10,10,1551714772,3019904250
1,1551714825650,0,10,10,1551714813,721450205
1,1551714878409,0,10,10,1551714825,195234957
1,1551714910648,0,10,10,1551714878,721499698
1,1551714925316,0,10,10,1551714910,1811961970
1,1551714966149,0,10,10,1551714924,1207992510
1,1551715013560,0,10,10,1551714965,1073868923
1,1551715134647,0,10,10,1551715013,2852334386
1,1551715498462,0,10,10,1551715343,889541586
1,1551715786922,0,10,10,1551715720,3607179903
1,1551715878642,0,10,10,1551715786,3825397910
1,1551715880421,0,10,10,1551715878,1045
1,1551715921370,0,10,10,1551715880,1560349384
1,1551715995913,0,10,10,1551715920,1207961057
1,1551716031804,0,10,10,1551715996,131812
1,1551716076824,0,10,10,1551716032,132236
1,1551716090597,0,10,10,1551716077,4442
1,1551716269192,0,10,10,1551716090,3436065124
1,1551716342739,0,10,10,1551716269,41458
1,1551716468679,0,10,10,1551716343,4261764134
1,1551716533141,0,10,10,1551716468,3993020162
1,1551716777065,0,10,10,1551716773,1073746031
1,1551716882701,0,10,10,1551716776,3607184040
1,1551717041575,0,10,10,1551716882,1929530242
1,1551717066393,0,10,10,1551717041,8961
1,1551717129581,0,10,10,1551717066,4005568549
1,1551717184012,0,10,10,1551717129,468738
1,1551717285823,0,10,10,1551717184,3841987336
1,1551717329525,0,10,10,1551717285,23196
1,1551717415613,0,10,10,1551717330,127098
1,1551718131684,0,10,10,1551717895,544870
1,1551718214289,0,10,10,1551718132,2701227046
1,1551718396278,0,10,10,1551718214,408328
1,1551718842752,0,10,10,1551718396,1560299720
1,1551718940175,0,10,10,1551718842,1912864769
1,1551719208024,0,10,10,1551718940,3959426286
1,1551719449557,0,10,10,1551719207,976173866
1,1551719457962,0,10,10,1551719450,3238018958
1,1551719466375,0,10,10,1551719458,2863313346
1,1551719541061,0,10,10,1551719466,587233879
1,1551719585917,0,10,10,1551719541,1627399521
1,1551719697139,0,10,10,1551719585,3085645418
1,1551719753696,0,10,10,1551719696,3976324039
1,1551719805867,0,10,10,1551719753,1795247008
1,1551719837639,0,10,10,1551719805,3579152852
1,1551719942259,0,10,10,1551719837,3506443783
1,1551719986757,0,10,10,1551719942,788649906
1,1551720040264,0,10,10,1551719986,2751466146
1,1551720272859,0,10,10,1551720250,704690832
1,1551720409923,0,10,10,1551720272,2986565210
1,1551720957259,0,10,10,1551720861,369117362
1,1551721121027,0,10,10,1551720958,2761068653
1,1551721166729,0,10,10,1551721121,2332135351
1,1551721227154,0,10,10,1551721166,520131059
1,1551721306240,0,10,10,1551721227,276081
1,1551721334181,0,10,10,1551721324,12597032
1,1551721500361,0,10,10,1551721334,94454
1,1551721514756,0,10,10,1551721500,654327899
1,1551721557198,0,10,10,1551721514,3372311480
1,1551721666540,0,10,10,1551721557,4093930555
1,1551721998741,0,10,10,1551721882,587522689
1,1551722001639,0,10,10,1551721998,1717987152
1,1551722011838,0,10,10,1551722001,201048
1,1551722114064,0,10,10,1551722011,3221306895
1,1551722150306,0,10,10,1551722114,453322
1,1551722411533,0,10,10,1551722150,1850185
1,1551722795990,0,10,10,1551722651,12773923
1,1551722861225,0,10,10,1551722795,4127301789
1,1551723008998,0,10,10,1551722861,16291
1,1551723189218,0,10,10,1551723009,3439830017
1,1551723248643,0,10,10,1551723188,3271563683
1,1551723269059,0,10,10,1551723249,1325423713
1,1551723364606,0,10,10,1551723269,2867530
1,1551723411480,0,10,10,1551723364,180754
1,1551723491611,0,10,10,1551723411,3489722869
1,1551723676099,0,10,10,1551723491,1121419
1,1551723791318,0,10,10,1551723676,659156
1,1551723841933,0,10,10,1551723791,1157701175
1,1551723889676,0,10,10,1551723842,16941
1,1551723958302,0,10,10,1551723889,183060
1,1551724043918,0,10,10,1551723958,6255
1,1551724068005,0,10,10,1551724044,620810970
1,1551724074583,0,10,10,1551724067,3808535153
1,1551724080537,0,10,10,1551724074,1459627170
1,1551724143142,0,10,10,1551724080,2533386813
1,1551724280296,0,10,10,1551724143,1929396725
1,1551724619707,0,10,10,1551724280,2147494178
1,1551724678415,0,10,10,1551724619,579861
1,1551724690626,0,10,10,1551724678,3993003889
1,1551724771397,0,10,10,1551724737,70470
1,1551724905793,0,10,10,1551724771,4009797391
1,1551725004290,0,10,10,1551724905,46294
1,1551725234791,0,10,10,1551725004,704135
1,1551725241767,0,10,10,1551725234,268521545
1,1551725330897,0,10,10,1551725241,585692748
1,1551725435617,0,10,10,1551725330,352436669
1,1551725467500,0,10,10,1551725435,3003124818
1,1551725671258,0,10,10,1551725467,1744832908
1,1551725862478,0,10,10,1551725671,1073748582
1,1551726023602,0,10,10,1551725861,199963
1,1551726150006,0,10,10,1551726023,2516584277
1,1551726284371,0,10,10,1551726150,1264181
1,1551726712820,0,10,10,1551726284,484979
1,1551726725466,0,10,10,1551726712,570429967
1,1551726780369,0,10,10,1551726725,6767
1,1551727542732,0,10,10,1551727454,838886009
1,1551727593751,0,10,10,1551727543,4077009532
1,1551727643267,0,10,10,1551727593,7555
1,1551727748185,0,10,10,1551727643,436371904
1,1551727762081,0,10,10,1551727747,989892958
1,1551727920970,0,10,10,1551727762,1409355
1,1551728024665,0,10,10,1551727921,2952881387
1,1551728057564,0,10,10,1551728024,1392597500
1,1551728196223,0,10,10,1551728057,3808638926
1,1551728277247,0,10,10,1551728195,352540685
1,1551728399927,0,10,10,1551728276,392069030
1,1551728481518,0,10,10,1551728399,1545646053
1,1551728505044,0,10,10,1551728482,141251
1,1551728524742,0,10,10,1551728504,3405828498
1,1551728564887,0,10,10,1551728524,138068
1,1551728580544,0,10,10,1551728564,1761647808
1,1551728613873,0,10,10,1551728580,3758164666
1,1551728631446,0,10,10,1551728613,838907680
1,1551728815614,0,10,10,1551728631,453179898
1,1551728826932,0,10,10,1551728815,67551
1,1551729016724,0,10,10,1551728827,2863323425
1,1551729048232,0,10,10,1551729016,2684377560
1,1551729156258,0,10,10,1551729048,1912686228
1,1551729256379,0,10,10,1551729156,402827165
1,1551729379750,0,10,10,1551729256,1789601964
1,1551729677401,0,10,10,1551729380,1610621554
1,1551729706844,0,10,10,1551729677,229069
1,1551729779118,0,10,10,1551729737,77241
1,1551729855291,0,10,10,1551729779,2080387348
1,1551729979400,0,10,10,1551729855,166307
1,1551730028338,0,10,10,1551729979,129259
1,1551730076339,0,10,10,1551730028,4242262986
1,1551730197360,0,10,10,1551730076,357965529
1,1551730268141,0,10,10,1551730197,939694441
1,1551730282816,0,10,10,1551730268,67619
1,1551730304445,0,10,10,1551730282,2885739436
1,1551730510203,0,10,10,1551730304,1054329
1,1551730667822,0,10,10,1551730652,8405551
1,1551730701598,0,10,10,1551730668,70172
1,1551730930300,0,10,10,1551730926,1006638146
1,1551730960997,0,10,10,1551730929,83965009
1,1551731268592,0,10,10,1551731201,1040359912
1,1551731316591,0,10,10,1551731269,146016
1,1551731423771,0,10,10,1551731316,2228570
1,1551731468674,0,10,10,1551731423,805421390
1,1551731665911,0,10,10,1551731626,121865
1,1551731914564,0,10,10,1551731893,1845548041
1,1551731921591,0,10,10,1551731914,13488
1,1551732120941,0,10,10,1551731921,1579394
1,1551732153116,0,10,10,1551732121,2080440755
1,1551732573754,0,10,10,1551732154,271444
1,1551732645637,0,10,10,1551732573,1094515
1,1551733341424,0,10,10,1551732645,231864
1,1551733501087,0,10,10,1551733341,167081
1,1551733509875,0,10,10,1551733500,35602
1,1551733651310,0,10,10,1551733510,1073766359
1,1551733775702,0,10,10,1551733651,655414997
1,1551733794935,0,10,10,1551733775,1728075685
1,1551733820752,0,10,10,1551733794,1946258101
1,1551733894444,0,10,10,1551733820,4077058841
1,1551734093454,0,10,10,1551733894,2038533750
1,1551734231579,0,10,10,1551734093,3489727632
1,1551734301690,0,10,10,1551734231,415016
1,1551734381962,0,10,10,1551734301,117537911
1,1551734423907,0,10,10,1551734381,462959
1,1551734489071,0,10,10,1551734424,63909
1,1551734637980,0,10,10,1551734488,2433110234
1,1551734776315,0,10,10,1551734637,805677086
1,1551734842863,0,10,10,1551734776,475989
1,1551734928849,0,10,10,1551734843,939529122
1,1551734977950,0,10,10,1551734928,1610669987
1,1551735360901,0,10,10,1551735217,1288562402
1,1551735553416,0,10,10,1551735360,755494996
1,1551735694400,0,10,10,1551735552,2500186599
1,1551735756006,0,10,10,1551735694,3003284505
1,1551735897483,0,10,10,1551735755,739072
1,1551736151461,0,10,10,1551736122,1409310164
1,1551736283211,0,10,10,1551736152,409534
1,1551736517770,0,10,10,1551736284,2684542818
1,1551736815417,0,10,10,1551736517,533638
1,1551736994260,0,10,10,1551736815,4863426
1,1551737049868,0,10,10,1551736994,151130492
1,1551737058318,0,10,10,1551737049,2097172518
1,1551737083993,0,10,10,1551737058,49610
1,1551737180688,0,10,10,1551737083,1644317678
1,1551737229630,0,10,10,1551737180,2852135761
1,1551737333445,0,10,10,1551737229,872692526
1,1551737400486,0,10,10,1551737333,33563614
1,1551737709594,0,10,10,1551737400,105625
1,1551737810762,0,10,10,1551737709,3405806946
1,1551737912316,0,10,10,1551737810,715870392
1,1551738119031,0,10,10,1551737912,2250870
1,1551738196610,0,10,10,1551738118,1275276780
1,1551738202362,0,10,10,1551738196,2097165186
1,1551738251932,0,10,10,1551738211,110520
1,1551738362058,0,10,10,1551738252,29858
1,1551738373163,0,10,10,1551738361,3724567158
1,1551738476438,0,10,10,1551738373,715900259
1,1551738575975,0,10,10,1551738476,2863362025
1,1551738607278,0,10,10,1551738575,922775193
1,1551739183906,0,10,10,1551739062,1644499656
1,1551739257308,0,10,10,1551739184,2785118700
1,1551739313452,0,10,10,1551739257,3305236750
1,1551739472626,0,10,10,1551739313,4060152363
1,1551739582142,0,10,10,1551739472,3410031315
1,1551739586550,0,10,10,1551739582,956309305
1,1551739645570,0,10,10,1551739614,7476238
1,1551739874948,0,10,10,1551739645,1253851
1,1551740097873,0,10,10,1551739875,3238593548
1,1551740099853,0,10,10,1551740097,2483048892
1,1551740265485,0,10,10,1551740100,2047269189
1,1551740354201,0,10,10,1551740265,3959457613
1,1551740728692,0,10,10,1551740354,41529
1,1551740748497,0,10,10,1551740728,3883019259
1,1551740803562,0,10,10,1551740748,13026
1,1551740877828,0,10,10,1551740803,490338
1,1551740977168,0,10,10,1551740877,3904533043
1,1551741075634,0,10,10,1551740978,2600702788
1,1551741157863,0,10,10,1551741076,3579146052
1,1551741183848,0,10,10,1551741158,77401
1,1551741238277,0,10,10,1551741183,3435989930
1,1551741262514,0,10,10,1551741238,3137487368
1,1551741675494,0,10,10,1551741502,552646
1,1551742414818,0,10,10,1551741675,334978
1,1551742454725,0,10,10,1551742414,3221244107
1,1551742600221,0,10,10,1551742454,2499882885
1,1551742780635,0,10,10,1551742599,1627863541
1,1551742881251,0,10,10,1551742780,345659
1,1551742906458,0,10,10,1551742881,436275869
1,1551742916105,0,10,10,1551742906,1996626707
1,1551742958349,0,10,10,1551742915,1895856718
1,1551742966547,0,10,10,1551742958,1431660676
1,1551742972640,0,10,10,1551742967,3042269162
1,1551743244934,0,10,10,1551743211,90300
1,1551743257191,0,10,10,1551743244,4076863657
1,1551743355305,0,10,10,1551743257,790319
1,1551743737724,0,10,10,1551743578,3724689538
1,1551743745548,0,10,10,1551743737,3121763698
1,1551743764522,0,10,10,1551743745,1789577299
1,1551743885798,0,10,10,1551743764,1677847027
1,1551743897777,0,10,10,1551743886,4165
1,1551743973607,0,10,10,1551743898,2348872611
1,1551744104366,0,10,10,1551743973,1728120025
1,1551744161780,0,10,10,1551744104,474457
1,1551744216398,0,10,10,1551744161,11858
1,1551744426786,0,10,10,1551744216,2454267161
1,1551744449502,0,10,10,1551744427,356
1,1551744625490,0,10,10,1551744449,540654
1,1551745377492,0,10,10,1551744625,4313291
1,1551745418890,0,10,10,1551745377,4093752732
1,1551745506400,0,10,10,1551745418,3338898002
1,1551745528263,0,10,10,1551745506,3752333
1,1551745536426,0,10,10,1551745528,2432734146
1,1551745613246,0,10,10,1551745536,2747303418
1,1551745752812,0,10,10,1551745612,2871712963
1,1551746316932,0,10,10,1551745752,5815636
1,1551746494979,0,10,10,1551746316,1194952
1,1551746508056,0,10,10,1551746494,18628
1,1551746727782,0,10,10,1551746508,4211691467
1,1551746766871,0,10,10,1551746727,1862302223
1,1551746770965,0,10,10,1551746766,704655441
1,1551746838300,0,10,10,1551746770,3909277206
1,1551746943491,0,10,10,1551746837,2580345943
1,1551747182280,0,10,10,1551746944,29919
1,1551747385550,0,10,10,1551747182,715915978
1,1551747703628,0,10,10,1551747609,3238019666
1,1551747819271,0,10,10,1551747703,315742
1,1551747887517,0,10,10,1551747819,268483799
1,1551747897731,0,10,10,1551747887,7413
1,1551747948083,0,10,10,1551747897,906101292
1,1551748140105,0,10,10,1551747947,2517098871
1,1551748193196,0,10,10,1551748140,7418
1,1551748218838,0,10,10,1551748192,31657
1,1551748277154,0,10,10,1551748218,1862431137
1,1551748293233,0,10,10,1551748276,1006672254
1,1551748693857,0,10,10,1551748533,377019
1,1551748807611,0,10,10,1551748693,3405807606
1,1551748851168,0,10,10,1551748807,193208
1,1551749154181,0,10,10,1551748851,1241728856
1,1551749195638,0,10,10,1551749154,1476484181
1,1551749221786,0,10,10,1551749195,1728117298
1,1551749227069,0,10,10,1551749221,855648920
1,1551749357001,0,10,10,1551749227,1023668980
1,1551749371865,0,10,10,1551749356,1677732428
1,1551749410201,0,10,10,1551749372,956398976
1,1551749481937,0,10,10,1551749410,1047751384
1,1551749649405,0,10,10,1551749482,3523625929
1,1551749761977,0,10,10,1551749649,384761
1,1551749844873,0,10,10,1551749761,2869049791
1,1551750123759,0,10,10,1551750078,3187990885
1,1551750215254,0,10,10,1551750123,458422
1,1551750348784,0,10,10,1551750215,434146
1,1551750383244,0,10,10,1551750348,486632006
1,1551750928828,0,10,10,1551750383,2505457772
1,1551751296422,0,10,10,1551751169,533116
1,1551751447974,0,10,10,1551751297,335879
1,1551751540983,0,10,10,1551751447,134317328
1,1551751548468,0,10,10,1551751541,60786
1,1551751633894,0,10,10,1551751548,260388
1,1551751787701,0,10,10,1551751634,3070336150
1,1551751927170,0,10,10,1551751787,218491468
1,1551752014423,0,10,10,1551751926,2986566492
1,1551752117728,0,10,10,1551752013,1828757197
1,1551752413148,0,10,10,1551752333,2667704631
1,1551752663712,0,10,10,1551752623,687977287
1,1551752690051,0,10,10,1551752663,238613533
1,1551752890956,0,10,10,1551752690,1375737315
1,1551753018876,0,10,10,1551752890,3003122469
1,1551753080401,0,10,10,1551753018,2818760455
1,1551753186893,0,10,10,1551753080,3657600518
1,1551753318998,0,10,10,1551753186,2147590021
